position_id,employee_id,start_date,end_date
fa001e78-0006-4000-8000-000000000006,6b30c1d6-5dc9-42e5-817c-41ec6a22659d,2018-07-01,2021-06-30
fa001e78-0007-4000-8000-000000000007,a8941a92-c908-4426-8e69-a896196467db,2020-07-01,null
fa001e78-0008-4000-8000-000000000008,f9f1add9-0321-4917-8f92-271a2204df5d,2015-07-01,2020-06-30
fa001e78-0009-4000-8000-000000000009,3f6fe29a-9338-449b-a6b3-8be82ef24f8e,2014-07-01,2017-06-30
4eae2daf-0001-4000-8000-000000000001,707eaedc-b284-4c7e-9ef8-ac8b0691f974,2013-07-01,2016-06-30
4eae2daf-0002-4000-8000-000000000002,3734ba99-a18b-4eda-a827-4b4881de5195,2016-07-01,2019-06-30
4eae2daf-0003-4000-8000-000000000003,47749086-988c-443f-9e4b-e49716cd01fd,2019-07-01,2022-06-30
4eae2daf-0004-4000-8000-000000000004,2f0083df-d72c-4c50-a9ea-72c6e742537d,2022-07-01,null
4eae2daf-0005-4000-8000-000000000005,9d24ba0a-6811-493f-8f0b-438667cf319a,2015-07-01,2018-06-30
4eae2daf-0006-4000-8000-000000000006,6ff7e9d8-3c9f-4d09-82ef-f4f963972f88,2018-07-01,2021-06-30
4eae2daf-0007-4000-8000-000000000007,2c354bc1-5c3d-41b3-b406-4540b3fac852,2021-07-01,null
4eae2daf-0008-4000-8000-000000000008,8cd1cbaf-e589-4009-b74b-797d5be8ca33,2011-07-01,2014-06-30
4eae2daf-0009-4000-8000-000000000009,2a1102ab-bb9f-40ce-9155-10e25e35f364,2015-07-01,2017-06-30
42790098-0001-4000-8000-000000000001,af8d1940-6755-44f1-becf-eafcdfba3457,2018-07-01,2021-06-30
42790098-0002-4000-8000-000000000002,eab25f5b-ed35-4925-86de-83a96698187f,2021-07-01,null
42790098-0003-4000-8000-000000000003,e91ba438-a838-476a-9c05-070116511640,2018-07-01,2020-06-30
42790098-0004-4000-8000-000000000004,93316aa7-6909-4152-8ea4-09839ba4f25a,2020-07-01,null
42790098-0005-4000-8000-000000000005,bb12a3dc-5d3b-4fb9-8a73-acddee0e9fae,2017-07-01,2018-06-30
42790098-0006-4000-8000-000000000006,cb16721f-b794-4cf9-91de-124cd4f9b8f1,2020-07-01,2022-06-30
42790098-0007-4000-8000-000000000007,4889eebd-778a-4947-ae1b-a50f4688731d,2021-07-01,null
42790098-0008-4000-8000-000000000008,7b5fc9f9-2e4c-43a1-b6d2-f0b5edf43b96,2015-07-01,2018-06-30
42790098-0009-4000-8000-000000000009,0581f28e-c41a-4cb2-9d07-1efd86700e10,2018-07-01,2021-06-30
0ae9589e-0001-4000-8000-000000000001,42d43b62-9d1e-4a75-98b6-cf48f6e76aeb,2017-07-01,2020-06-30
0ae9589e-0002-4000-8000-000000000002,d82bbccc-7456-445e-9834-eeffad9d5a0e,2020-07-01,null
0ae9589e-0003-4000-8000-000000000003,ad5887f2-0bec-4c4a-b8e0-318fb303d99e,2017-07-01,2020-06-30
0ae9589e-0004-4000-8000-000000000004,4b5377fa-cb51-4954-8552-54acb626c108,2020-07-01,null
0ae9589e-0005-4000-8000-000000000005,651f03c3-6581-4636-9602-a6c17e1eca12,2017-07-01,2020-06-30
0ae9589e-0006-4000-8000-000000000006,2f0083df-d72c-4c50-a9ea-72c6e742537d,2020-07-01,null
0ae9589e-0007-4000-8000-000000000007,9d24ba0a-6811-493f-8f0b-438667cf319a,2017-07-01,2020-06-30
0ae9589e-0008-4000-8000-000000000008,6ff7e9d8-3c9f-4d09-82ef-f4f963972f88,2020-07-01,null
0ae9589e-0009-4000-8000-000000000009,2c354bc1-5c3d-41b3-b406-4540b3fac852,2017-07-01,2020-06-30
d94fe5a8-0001-4000-8000-000000000001,8cd1cbaf-e589-4009-b74b-797d5be8ca33,2019-07-01,2022-06-30
d94fe5a8-0002-4000-8000-000000000002,2a1102ab-bb9f-40ce-9155-10e25e35f364,2022-07-01,null
d94fe5a8-0003-4000-8000-000000000003,af8d1940-6755-44f1-becf-eafcdfba3457,2019-07-01,2022-06-30
d94fe5a8-0004-4000-8000-000000000004,eab25f5b-ed35-4925-86de-83a96698187f,2022-07-01,null
d94fe5a8-0005-4000-8000-000000000005,e91ba438-a838-476a-9c05-070116511640,2019-07-01,2022-06-30
d94fe5a8-0006-4000-8000-000000000006,93316aa7-6909-4152-8ea4-09839ba4f25a,2022-07-01,null
d94fe5a8-0007-4000-8000-000000000007,bb12a3dc-5d3b-4fb9-8a73-acddee0e9fae,2019-07-01,2022-06-30
d94fe5a8-0008-4000-8000-000000000008,cb16721f-b794-4cf9-91de-124cd4f9b8f1,2022-07-01,null
d94fe5a8-0009-4000-8000-000000000009,4889eebd-778a-4947-ae1b-a50f4688731d,2015-07-01,2019-06-30
